Report_Month,Company,Product_Category,Premium_Current_Month,Premium_YTD,Policies_Current_Month,Policies_YTD,Date
December-2017,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,863.28,6560.76,79050.0,596438,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,89.0,447.56,7.0,62,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.61,0.0,0,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,54.93,368.93,13146.0,99539,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.25,17.6,6725.0,9432,2017-12-01
December-2017,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,146.18,834.7,19878.0,109033,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,11.29,76.78,0.0,24,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,2.62,20.52,0.0,2,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,12.36,27.62,28.0,86,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,75.81,466.71,20747.0,146558,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.6,13.67,71.0,617,2017-12-01
December-2017,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,103.68,605.31,20846.0,147287,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,2.28,15.51,9.0,44,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,62.14,452.09,13.0,95,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,130.74,493.7,33.0,359,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,172.58,842.24,30457.0,164205,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,31.82,196.29,3684.0,33543,2017-12-01
December-2017,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,399.56,1999.82,34196.0,198246,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,178.85,1688.06,275.0,2320,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,5900.14,60672.15,113.0,570,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,110.58,633.1,2747.0,16755,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2056.59,15887.26,1682885.0,12124382,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,1222.91,20902.77,79408.0,859330,2017-12-01
December-2017,LIFE INSURANCE CORPORATION OF INDIA,Total,9469.07,99783.33,1765428.0,13003357,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.1,1.81,10.0,91,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,12.24,83.95,0.0,0,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.35,21.12,0.0,0,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,133.03,777.87,25082.0,151301,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.51,28.43,135.0,690,2017-12-01
December-2017,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,150.24,913.18,25227.0,152082,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,62.0,570.39,1.0,15,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,32.71,197.29,109.0,875,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,32.6,205.31,9250.0,56100,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,5.16,27.15,1107.0,5791,2017-12-01
December-2017,PRAMERICA LIFE INSURANCE LIMITED.,Total,132.47,1000.14,10467.0,62781,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,1.37,0.0,1261,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,1.98,0.0,374,2017-12-01
December-2017,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,3.35,0.0,1635,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,19.59,148.64,2.0,12,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,131.41,1115.1,10.0,82,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,16.07,147.3,110.0,876,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1032.0,5300.44,162098.0,963720,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,82.28,487.77,2147.0,15195,2017-12-01
December-2017,SBI LIFE INSURANCE COMPANY LIMITED,Total,1281.35,7199.27,164367.0,979885,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,28.02,186.94,0.0,9,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.0,49.62,4.0,101,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,50.27,281.72,26045.0,157046,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.36,29.93,170.0,1685,2017-12-01
December-2017,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,82.65,548.21,26219.0,158841,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.27,1.19,0.0,0,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,3.63,21.28,0.0,0,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.21,11.18,0.0,7,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,66.98,369.1,11247.0,77663,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,6.99,58.6,195.0,1525,2017-12-01
December-2017,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,79.08,461.35,11442.0,79195,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,2.03,62.83,1.0,55,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,68.71,467.57,42.0,417,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,1125.85,9919.54,60.0,609,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.02,0.33,1.0,8,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,301.85,2133.63,498.0,4002,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,119.99,783.82,22584.0,126356,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,3867.99,22917.41,675934.0,4389497,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.7,3.23,19.0,103,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,483.87,3031.89,25238.0,137054,2017-12-01
December-2017,TATA AIA LIFE INSURANCE COMPANY LIMITED,Total,122.73,850.2,22605.0,126522,2017-12-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,5.09,74.67,0.0,11,2018-01-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Single Premium,37.13,944.37,8.0,43,2018-01-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,9.2,70.33,82.0,673,2018-01-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,88.27,701.96,17824.0,189392,2018-01-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.76,50.82,85.0,785,2018-01-01
January-2018,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Total,143.45,1842.16,17999.0,190904,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.83,0.0,0,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,5.91,72.97,2.0,18,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,27.37,307.01,6902.0,76200,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,27.8,237.01,1193.0,11270,2018-01-01
January-2018,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Total,61.08,617.82,8097.0,87488,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.19,1.54,0.0,0,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.77,9.16,0.0,3,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.97,80.77,11.0,79,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,18.3,117.32,2105.0,18874,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.44,5.74,47.0,3807,2018-01-01
January-2018,AVIVA LIFE INSURANCE COMPANY LIMITED,Total,21.67,214.52,2163.0,22763,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Group Single Premium,24.27,230.25,0.0,48,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,8.03,42.99,44.0,371,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Individual Non Single Premium,263.0,2079.75,45992.0,395409,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Individual Single Premium,60.16,639.49,59.0,610,2018-01-01
January-2018,AXIS MAX LIFE INSURANCE LIMITED,Total,355.46,2992.49,46095.0,396438,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Group Non Single Premium,0.41,3.99,0.0,6,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Group Single Premium,65.24,1740.39,6.0,66,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Group Yearly Renewable Premium,25.17,281.33,3.0,42,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Individual Non Single Premium,125.11,1043.35,24536.0,233867,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Individual Single Premium,4.1,47.79,174.0,1832,2018-01-01
January-2018,BAJAJ LIFE INSURANCE LIMITED,Total,220.03,3116.87,24719.0,235813,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Non Single Premium,0.01,0.06,0.0,1,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Group Yearly Renewable Premium,0.83,2.86,7.0,25,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Non Single Premium,13.06,89.91,5560.0,41078,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Individual Single Premium,0.24,1.67,498.0,1969,2018-01-01
January-2018,BANDHAN LIFE INSURANCE LIMITED (FORMERLY AEGON LIFE INSURANCE COMPANY LIMITED),Total,14.14,94.5,6065.0,43073,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,21.43,194.58,2.0,4,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,37.11,298.73,9554.0,76683,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.63,8.5,33.0,200,2018-01-01
January-2018,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Total,60.17,501.81,9589.0,76887,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.4,3.79,0.0,4,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,9.21,315.51,1.0,9,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.49,38.39,1.0,10,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,64.96,606.96,6718.0,79281,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.56,11.4,31.0,269,2018-01-01
January-2018,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Total,76.62,976.04,6751.0,79573,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,9.71,0.0,9,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Single Premium,4.49,27.14,0.0,0,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,1.65,14.95,9.0,48,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,27.34,147.45,6309.0,39697,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.52,12.13,43.0,798,2018-01-01
January-2018,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Total,34.99,211.39,6361.0,40552,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,5.45,77.78,26.0,186,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.04,0.33,1.0,2,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.92,19.62,0.0,0,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,58.53,436.47,17622.0,148586,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.87,24.49,38.0,372,2018-01-01
January-2018,EXIDE LIFE INSURANCE COMPANY LIMITED,Total,69.81,558.69,17687.0,149146,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,5.32,40.17,0.0,12,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,10.7,176.27,5.0,58,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,19.6,173.39,7370.0,58910,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.24,5.66,45.0,704,2018-01-01
January-2018,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Total,35.86,395.49,7420.0,59684,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Group Single Premium,407.02,3904.85,9.0,138,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,10.87,88.3,22.0,289,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,486.36,3411.59,97919.0,771961,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,145.6,710.24,2478.0,18299,2018-01-01
January-2018,HDFC LIFE INSURANCE COMPANY LIMITED,Total,1049.85,8114.99,100428.0,790687,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Single Premium,22.06,144.73,7.0,37,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,22.7,463.58,39.0,318,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,591.97,5926.95,63575.0,627796,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,87.72,749.94,4523.0,36431,2018-01-01
January-2018,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Total,724.44,7285.2,68144.0,664582,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Single Premium,14.17,461.73,7.0,69,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.61,0.0,0,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,59.78,428.7,14078.0,113617,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.75,21.36,13976.0,23408,2018-01-01
January-2018,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Total,77.7,912.4,28061.0,137094,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,8.78,85.56,0.0,24,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.8,21.32,0.0,2,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.88,28.5,7.0,93,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,63.01,529.72,17519.0,164077,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,1.2,14.87,71.0,688,2018-01-01
January-2018,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Total,74.67,679.98,17597.0,164884,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,3.47,18.97,7.0,51,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,64.58,516.67,11.0,106,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,83.65,577.35,34.0,393,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,141.7,983.94,23222.0,187427,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,33.75,230.04,4715.0,38258,2018-01-01
January-2018,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Total,327.15,2326.97,27989.0,226235,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Group Non Single Premium,112.67,1800.73,278.0,2598,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Group Single Premium,3581.51,64253.65,62.0,632,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Group Yearly Renewable Premium,-0.94,632.16,1914.0,18669,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Individual Non Single Premium,2257.44,18144.7,1781000.0,13905382,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Individual Single Premium,1592.79,22495.55,87284.0,946614,2018-01-01
January-2018,LIFE INSURANCE CORPORATION OF INDIA,Total,7543.47,107326.8,1870538.0,14873895,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.06,1.87,19.0,110,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Single Premium,9.66,93.61,0.0,0,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,2.63,23.76,0.0,0,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,106.08,883.95,18867.0,170168,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,3.39,31.82,93.0,783,2018-01-01
January-2018,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Total,121.82,1035.0,18979.0,171061,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Group Single Premium,65.48,635.86,1.0,16,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Group Yearly Renewable Premium,41.79,239.08,103.0,978,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Individual Non Single Premium,26.16,231.48,6063.0,62163,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Individual Single Premium,4.1,31.25,685.0,6476,2018-01-01
January-2018,PRAMERICA LIFE INSURANCE LIMITED.,Total,137.52,1137.66,6852.0,69633,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,0.0,1.37,0.0,1261,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,0.0,1.98,0.0,374,2018-01-01
January-2018,SAHARA INDIA LIFE INSURANCE COMPANY LIMITED,Total,0.0,3.35,0.0,1635,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,19.07,167.72,3.0,15,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,174.56,1289.67,6.0,88,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,25.3,172.6,108.0,984,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,1009.62,6310.07,151268.0,1114988,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,65.79,553.57,1770.0,16965,2018-01-01
January-2018,SBI LIFE INSURANCE COMPANY LIMITED,Total,1294.35,8493.62,153155.0,1133040,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.0,0.0,0.0,0,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Single Premium,24.12,211.05,0.0,9,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,3.79,53.41,7.0,108,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,31.83,313.55,21216.0,178262,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,2.98,32.91,168.0,1853,2018-01-01
January-2018,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Total,62.72,610.93,21391.0,180232,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,0.31,1.5,0.0,0,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Single Premium,4.2,25.49,0.0,0,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Group Yearly Renewable Premium,0.48,11.67,0.0,7,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Non Single Premium,51.46,420.56,9288.0,86951,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Individual Single Premium,6.85,65.44,140.0,1665,2018-01-01
January-2018,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Total,63.31,524.66,9428.0,88623,2018-01-01
January-2018,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,4.04,66.87,0.0,55,2018-01-01
January-2018,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Non Single Premium,47.29,514.85,55.0,472,2018-01-01
January-2018,TATA AIA LIFE INSURANCE COMPANY LIMITED,Group Single Premium,0.0,0.0,0.0,0,2018-01-01
